MARKER_NAMES,Gimbal1 - 1,Gimbal1 - 2,Gimbal1 - 3,Gimbal1 - 4,M2 - 1,M2 - 2,M2 - 3,M2 - 4,M2 - 5,M2 - 6,M2 - 7,M2 - 8,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Time,Gimbal1 - 1 X,Gimbal1 - 1 Y,Gimbal1 - 1 Z,Gimbal1 - 2 X,Gimbal1 - 2 Y,Gimbal1 - 2 Z,Gimbal1 - 3 X,Gimbal1 - 3 Y,Gimbal1 - 3 Z,Gimbal1 - 4 X,Gimbal1 - 4 Y,Gimbal1 - 4 Z,M2 - 1 X,M2 - 1 Y,M2 - 1 Z,M2 - 2 X,M2 - 2 Y,M2 - 2 Z,M2 - 3 X,M2 - 3 Y,M2 - 3 Z,M2 - 4 X,M2 - 4 Y,M2 - 4 Z,M2 - 5 X,M2 - 5 Y,M2 - 5 Z,M2 - 6 X,M2 - 6 Y,M2 - 6 Z,M2 - 7 X,M2 - 7 Y,M2 - 7 Z,M2 - 8 X,M2 - 8 Y,M2 - 8 Z
1601,13.33333,263.134,176.197,131.877,256.049,191.174,210.385,257.926,183.876,171.227,224.97,192.32,208.671,241.543,86.036,14.756,242.668,168.309,16.006,205.529,180.691,15.121,177.012,156.83,94.885,263.894,39.563,16.487,136.682,110.123,14.241,271.451,22.272,-26.9,110.457,226.791,12.688
1602,13.34167,263.161,176.207,131.867,256.157,191.272,210.501,257.898,183.881,171.309,225.003,192.274,208.732,241.541,86.021,14.773,242.648,168.271,15.96,205.52,180.688,15.11,177.015,156.848,94.885,263.907,39.567,16.487,136.682,110.12,14.233,271.447,22.309,-26.942,110.437,226.8,12.648
1603,13.35,263.122,176.21,131.858,256.178,191.255,210.53,257.907,183.856,171.23,224.987,192.298,208.668,241.542,86.022,14.773,242.641,168.333,16.004,205.543,180.708,15.109,177.019,156.845,94.888,263.899,39.56,16.509,136.668,110.135,14.275,271.48,22.3,-26.932,110.442,226.8,12.659
1604,13.35833,263.149,176.201,131.885,256.18,191.262,210.506,257.909,183.879,171.271,224.985,192.3,208.662,241.551,86.039,14.751,242.637,168.329,16.001,205.529,180.726,15.116,177.014,156.831,94.885,263.899,39.575,16.479,136.693,110.116,14.234,271.45,22.289,-26.915,110.453,226.82,12.672
1605,13.36667,263.162,176.216,131.863,256.176,191.256,210.496,257.917,183.902,171.233,224.993,192.293,208.69,241.532,86.018,14.768,242.654,168.322,16.015,205.515,180.717,15.13,177.018,156.841,94.873,263.894,39.55,16.51,136.683,110.122,14.24,271.446,22.268,-26.908,110.464,226.797,12.698
1606,13.375,263.184,176.226,131.945,256.174,191.255,210.528,257.928,183.871,171.213,224.993,192.305,208.673,241.559,86.009,14.765,242.67,168.3,16.014,205.55,180.709,15.115,177.023,156.84,94.871,263.872,39.569,16.48,136.702,110.13,14.222,271.458,22.326,-26.964,110.453,226.812,12.665
1607,13.38333,263.137,176.208,131.873,256.166,191.255,210.5,257.91,183.889,171.253,224.983,192.323,208.673,241.557,86.037,14.759,242.649,168.301,16.026,205.507,180.698,15.114,177.025,156.855,94.876,263.879,39.572,16.52,136.687,110.118,14.219,271.458,22.303,-26.947,110.456,226.818,12.667
1608,13.39167,263.159,176.213,131.894,256.184,191.235,210.524,257.936,183.895,171.241,224.986,192.294,208.662,241.543,86.032,14.748,242.659,168.31,16.025,205.523,180.724,15.145,177.026,156.849,94.882,263.885,39.571,16.523,136.671,110.124,14.252,271.45,22.311,-26.932,110.456,226.791,12.651
1609,13.4,263.147,176.198,131.878,256.16,191.243,210.516,257.913,183.887,171.251,224.972,192.285,208.661,241.561,86.046,14.768,242.659,168.319,15.98,205.55,180.707,15.117,177.018,156.829,94.867,263.888,39.577,16.487,136.675,110.137,14.256,271.456,22.318,-26.952,110.437,226.807,12.652
1610,13.40833,263.157,176.22,131.903,256.177,191.246,210.518,257.911,183.856,171.266,224.963,192.273,208.674,241.549,86.03,14.755,242.646,168.302,16.018,205.532,180.692,15.126,177.029,156.85,94.882,263.876,39.596,16.488,136.671,110.147,14.237,271.448,22.29,-26.932,110.441,226.81,12.692
1611,13.41667,263.152,176.213,131.866,256.182,191.269,210.515,257.936,183.89,171.239,224.992,192.3,208.678,241.543,86.022,14.779,242.663,168.296,16.032,205.511,180.709,15.122,177.008,156.857,94.875,263.892,39.545,16.491,136.696,110.133,14.215,271.449,22.287,-26.926,110.466,226.799,12.664
1612,13.425,263.158,176.199,131.885,256.184,191.258,210.502,257.911,183.877,171.233,224.977,192.284,208.651,241.538,86.026,14.768,242.66,168.303,16.039,205.524,180.694,15.121,177.021,156.84,94.895,263.876,39.561,16.498,136.686,110.123,14.24,271.45,22.288,-26.954,110.453,226.813,12.635
1613,13.43333,263.16,176.212,131.87,256.21,191.254,210.524,257.935,183.876,171.255,224.987,192.263,208.688,241.547,86.039,14.762,242.646,168.301,16.021,205.522,180.714,15.107,177.028,156.855,94.913,263.897,39.573,16.462,136.678,110.127,14.244,271.478,22.269,-26.89,110.447,226.779,12.672
1614,13.44167,263.164,176.198,131.867,256.178,191.257,210.534,257.921,183.864,171.24,224.99,192.297,208.665,241.564,86.05,14.731,242.651,168.304,15.987,205.514,180.679,15.139,177.004,156.841,94.879,263.88,39.59,16.503,136.675,110.125,14.231,271.449,22.308,-26.982,110.452,226.809,12.699
1615,13.45,263.143,176.199,131.889,256.182,191.259,210.507,257.912,183.883,171.248,224.962,192.299,208.648,241.535,86.012,14.78,242.648,168.303,16.022,205.536,180.675,15.148,177.03,156.839,94.89,263.897,39.583,16.482,136.68,110.126,14.237,271.45,22.289,-26.973,110.426,226.79,12.668
1616,13.45833,263.137,176.221,131.892,256.173,191.26,210.528,257.905,183.903,171.212,224.97,192.276,208.672,241.556,86.011,14.745,242.63,168.319,16.022,205.542,180.701,15.141,177.032,156.848,94.879,263.868,39.566,16.513,136.683,110.117,14.23,271.45,22.297,-26.942,110.446,226.811,12.7
1617,13.46667,263.15,176.211,131.899,256.155,191.242,210.513,257.896,183.874,171.267,224.978,192.281,208.682,241.544,86.034,14.756,242.634,168.312,16.007,205.507,180.7,15.115,177.017,156.841,94.874,263.886,39.587,16.475,136.664,110.132,14.258,271.448,22.281,-26.863,110.433,226.804,12.681
1618,13.475,263.148,176.202,131.864,256.162,191.253,210.493,257.908,183.885,171.261,224.984,192.29,208.655,241.564,86.012,14.773,242.657,168.317,16.005,205.516,180.679,15.104,176.997,156.847,94.888,263.911,39.55,16.502,136.675,110.131,14.255,271.45,22.258,-26.911,110.48,226.816,12.687
1619,13.48333,263.149,176.2,131.886,256.189,191.242,210.5,257.909,183.88,171.241,225.002,192.283,208.672,241.548,86.034,14.755,242.652,168.327,16.048,205.54,180.71,15.104,177.026,156.863,94.926,263.894,39.571,16.488,136.688,110.114,14.22,271.456,22.317,-26.951,110.459,226.786,12.686
1620,13.49167,263.15,176.213,131.864,256.215,191.275,210.541,257.926,183.871,171.247,224.973,192.283,208.691,241.545,86.03,14.757,242.655,168.293,15.932,205.523,180.717,15.104,177.027,156.839,94.854,263.878,39.583,16.499,136.685,110.127,14.247,271.426,22.287,-26.922,110.438,226.772,12.666
1621,13.5,263.135,176.219,131.867,256.189,191.249,210.487,257.939,183.887,171.265,225.007,192.324,208.657,241.548,86.034,14.744,242.651,168.307,15.991,205.533,180.725,15.159,177.014,156.839,94.858,263.869,39.576,16.513,136.687,110.141,14.255,271.471,22.286,-26.918,110.468,226.8,12.702
1622,13.50833,263.151,176.212,131.879,256.167,191.245,210.512,257.932,183.877,171.265,225.009,192.277,208.7,241.572,86.026,14.768,242.66,168.279,15.945,205.539,180.697,15.105,177.039,156.838,94.89,263.896,39.562,16.499,136.672,110.126,14.256,271.45,22.302,-26.911,110.47,226.83,12.694
1623,13.51667,263.15,176.206,131.889,256.175,191.253,210.495,257.92,183.886,171.277,224.986,192.298,208.669,241.562,86.026,14.767,242.651,168.314,16.004,205.504,180.7,15.15,177.011,156.843,94.879,263.9,39.568,16.479,136.689,110.124,14.24,271.443,22.264,-26.856,110.476,226.808,12.683
1624,13.525,263.141,176.196,131.91,256.171,191.251,210.519,257.922,183.865,171.274,224.964,192.28,208.644,241.567,86.024,14.755,242.661,168.29,15.996,205.525,180.692,15.123,177.018,156.833,94.863,263.891,39.578,16.489,136.675,110.139,14.243,271.45,22.294,-26.939,110.464,226.794,12.658
1625,13.53333,263.176,176.224,131.951,256.155,191.227,210.522,257.94,183.87,171.269,224.976,192.285,208.651,241.571,86.033,14.778,242.655,168.277,15.934,205.544,180.703,15.105,177.014,156.829,94.868,263.879,39.552,16.467,136.674,110.13,14.255,271.479,22.331,-26.994,110.456,226.787,12.649
1626,13.54167,263.154,176.208,131.896,256.171,191.253,210.5,257.914,183.866,171.216,224.993,192.315,208.617,241.53,86.015,14.781,242.646,168.304,15.993,205.544,180.707,15.11,177.026,156.838,94.875,263.886,39.547,16.494,136.68,110.133,14.245,271.457,22.301,-26.902,110.438,226.805,12.691
1627,13.55,263.166,176.195,131.894,256.17,191.248,210.524,257.935,183.878,171.22,225.002,192.315,208.683,241.567,86.028,14.763,242.656,168.317,15.999,205.532,180.688,15.128,177.016,156.837,94.898,263.867,39.563,16.514,136.684,110.119,14.23,271.442,22.27,-26.877,110.446,226.776,12.671
1628,13.55833,263.15,176.198,131.882,256.175,191.25,210.495,257.912,183.867,171.249,224.977,192.293,208.658,241.561,86.045,14.742,242.669,168.319,16.008,205.515,180.715,15.132,177.021,156.825,94.85,263.897,39.569,16.476,136.672,110.135,14.244,271.458,22.295,-26.959,110.458,226.791,12.656
1629,13.56667,263.157,176.211,131.865,256.171,191.251,210.528,257.93,183.865,171.271,224.979,192.285,208.689,241.548,86.03,14.747,242.646,168.317,16.039,205.546,180.704,15.111,177.021,156.832,94.87,263.906,39.558,16.502,136.682,110.124,14.256,271.449,22.316,-26.969,110.461,226.796,12.701
1630,13.575,263.146,176.206,131.884,256.066,191.196,210.383,257.907,183.89,171.256,224.985,192.295,208.662,241.543,86.032,14.748,242.646,168.313,16,205.551,180.707,15.118,177.027,156.867,94.906,263.892,39.569,16.482,136.677,110.129,14.249,271.448,22.284,-26.925,110.461,226.831,12.688
1631,13.58333,263.152,176.212,131.9,256.183,191.261,210.515,257.897,183.877,171.24,224.971,192.283,208.692,241.541,86.017,14.756,242.644,168.31,16.019,205.534,180.695,15.134,177.003,156.824,94.879,263.879,39.562,16.467,136.682,110.126,14.234,271.458,22.292,-26.957,110.473,226.836,12.666
1632,13.59167,263.149,176.236,131.9,256.164,191.235,210.508,257.913,183.896,171.26,224.998,192.301,208.7,241.532,86.019,14.769,242.66,168.3,16.007,205.514,180.705,15.13,177.029,156.874,94.916,263.871,39.549,16.491,136.708,110.121,14.214,271.43,22.256,-26.902,110.453,226.814,12.668
1633,13.6,263.16,176.212,131.872,256.175,191.254,210.495,257.927,183.87,171.245,224.98,192.29,208.695,241.561,86.046,14.769,242.641,168.34,16.02,205.524,180.689,15.116,177.001,156.824,94.842,263.903,39.554,16.486,136.676,110.117,14.272,271.463,22.314,-26.933,110.463,226.822,12.716
1634,13.60833,263.155,176.211,131.88,256.198,191.25,210.508,257.92,183.866,171.215,225.007,192.292,208.645,241.557,86.038,14.759,242.653,168.282,15.938,205.53,180.691,15.122,177.028,156.841,94.893,263.901,39.6,16.469,136.685,110.123,14.254,271.449,22.299,-26.961,110.449,226.79,12.647
1635,13.61667,263.153,176.203,131.892,256.065,191.161,210.39,257.93,183.883,171.274,225.009,192.277,208.7,241.565,86.031,14.762,242.671,168.309,16.014,205.547,180.675,15.126,177.021,156.82,94.867,263.861,39.563,16.504,136.694,110.137,14.23,271.449,22.286,-26.968,110.47,226.834,12.695
1636,13.625,263.145,176.207,131.887,256.187,191.229,210.513,257.921,183.857,171.263,225.008,192.319,208.656,241.555,86.031,14.758,242.654,168.316,16.008,205.539,180.729,15.128,177.006,156.817,94.867,263.89,39.578,16.478,136.678,110.132,14.248,271.456,22.307,-26.963,110.475,226.808,12.71
1637,13.63333,263.152,176.21,131.865,256.163,191.255,210.522,257.943,183.891,171.242,224.999,192.275,208.659,241.544,86.032,14.756,242.658,168.282,16.044,205.545,180.71,15.117,177.017,156.842,94.875,263.889,39.577,16.487,136.659,110.123,14.271,271.448,22.313,-26.965,110.454,226.789,12.69
1638,13.64167,263.14,176.191,131.882,256.058,191.187,210.369,257.925,183.868,171.219,224.993,192.266,208.686,241.551,86.028,14.756,242.636,168.295,16.014,205.53,180.695,15.127,177.019,156.85,94.885,263.863,39.57,16.499,136.7,110.125,14.212,271.455,22.306,-26.974,110.471,226.807,12.638
1639,13.65,263.15,176.206,131.889,256.165,191.25,210.491,257.93,183.901,171.256,224.97,192.275,208.678,241.571,86.032,14.739,242.657,168.278,16.001,205.517,180.714,15.135,177.018,156.833,94.885,263.88,39.554,16.508,136.676,110.121,14.23,271.478,22.32,-26.962,110.462,226.789,12.691
1640,13.65833,263.153,176.216,131.869,256.177,191.265,210.512,257.948,183.902,171.225,224.999,192.307,208.67,241.541,86.027,14.749,242.642,168.298,16.013,205.536,180.701,15.103,177.018,156.842,94.875,263.883,39.543,16.511,136.678,110.125,14.248,271.455,22.319,-26.969,110.448,226.808,12.732
1641,13.66667,263.15,176.207,131.889,256.181,191.263,210.508,257.947,183.89,171.24,225.006,192.288,208.638,241.556,86.01,14.745,242.65,168.282,16.046,205.518,180.681,15.143,177.03,156.858,94.892,263.895,39.557,16.502,136.687,110.133,14.224,271.451,22.266,-26.878,110.428,226.781,12.668
1642,13.675,263.139,176.193,131.915,256.186,191.259,210.5,257.925,183.865,171.28,225.002,192.283,208.672,241.545,86.031,14.725,242.652,168.312,15.996,205.541,180.706,15.105,177.013,156.831,94.87,263.9,39.556,16.481,136.684,110.138,14.238,271.472,22.261,-26.882,110.473,226.81,12.643
1643,13.68333,263.15,176.201,131.881,256.172,191.239,210.482,257.925,183.874,171.223,225.013,192.302,208.618,241.556,86.005,14.736,242.654,168.282,15.934,205.52,180.709,15.136,177.036,156.861,94.908,263.895,39.556,16.482,136.682,110.127,14.245,271.426,22.303,-26.928,110.485,226.846,12.677
1644,13.69167,263.166,176.193,131.893,256.191,191.269,210.515,257.929,183.87,171.251,225.003,192.263,208.714,241.561,86.05,14.74,242.633,168.278,15.953,205.533,180.723,15.155,177.037,156.849,94.877,263.887,39.541,16.534,136.692,110.132,14.216,271.48,22.303,-26.994,110.447,226.814,12.661
1645,13.7,263.146,176.199,131.887,256.189,191.247,210.503,257.936,183.877,171.256,224.994,192.273,208.661,241.553,86,14.772,242.654,168.313,16.023,205.53,180.697,15.126,177.021,156.848,94.867,263.869,39.568,16.511,136.681,110.129,14.253,271.45,22.306,-26.982,110.457,226.797,12.66
1646,13.70833,263.164,176.215,131.9,256.18,191.243,210.516,257.931,183.87,171.238,224.98,192.29,208.695,241.54,86.028,14.75,242.651,168.308,15.988,205.491,180.688,15.132,177.038,156.833,94.84,263.894,39.561,16.497,136.684,110.138,14.221,271.455,22.272,-26.918,110.456,226.82,12.68
1647,13.71667,263.166,176.191,131.89,256.179,191.253,210.527,257.929,183.844,171.237,224.992,192.312,208.649,241.552,86.003,14.76,242.637,168.295,16.011,205.53,180.691,15.122,177.002,156.815,94.852,263.895,39.575,16.499,136.69,110.126,14.234,271.449,22.269,-26.876,110.441,226.804,12.688
1648,13.725,263.139,176.202,131.893,256.186,191.257,210.504,257.909,183.889,171.224,225.008,192.285,208.669,241.543,86.02,14.783,242.639,168.323,15.998,205.547,180.735,15.105,177.036,156.834,94.857,263.885,39.58,16.525,136.706,110.131,14.226,271.458,22.304,-26.948,110.45,226.788,12.716
1649,13.73333,263.148,176.202,131.9,256.177,191.26,210.501,257.916,183.889,171.224,224.971,192.279,208.685,241.545,86.011,14.75,242.657,168.322,16.013,205.528,180.69,15.157,177.05,156.858,94.884,263.901,39.546,16.515,136.7,110.114,14.218,271.455,22.319,-26.968,110.46,226.823,12.719
1650,13.74167,263.149,176.206,131.866,256.19,191.262,210.509,257.905,183.844,171.257,224.979,192.287,208.652,241.56,86.047,14.754,242.641,168.297,16.005,205.524,180.691,15.121,177.029,156.843,94.872,263.878,39.585,16.479,136.691,110.116,14.235,271.458,22.314,-26.973,110.462,226.798,12.664
1651,13.75,263.151,176.191,131.893,256.206,191.254,210.489,257.926,183.875,171.257,224.979,192.255,208.641,241.559,86.052,14.74,242.654,168.315,15.998,205.529,180.685,15.125,177.036,156.858,94.913,263.892,39.578,16.456,136.675,110.127,14.243,271.458,22.266,-26.88,110.455,226.784,12.682
1652,13.75833,263.15,176.2,131.884,256.199,191.248,210.504,257.953,183.895,171.243,225.003,192.275,208.702,241.537,86.015,14.767,242.638,168.303,15.996,205.505,180.7,15.151,177.046,156.856,94.893,263.902,39.583,16.451,136.696,110.137,14.23,271.451,22.286,-26.911,110.459,226.787,12.655
1653,13.76667,263.158,176.192,131.865,256.175,191.261,210.541,257.936,183.892,171.249,224.976,192.272,208.675,241.562,86.026,14.766,242.652,168.318,16.003,205.545,180.706,15.112,177.047,156.846,94.863,263.912,39.564,16.473,136.664,110.121,14.246,271.45,22.292,-26.937,110.469,226.805,12.675
1654,13.775,263.156,176.218,131.872,256.198,191.263,210.528,257.931,183.865,171.248,224.993,192.3,208.672,241.567,86.029,14.764,242.641,168.298,16.019,205.531,180.685,15.12,177.029,156.83,94.892,263.887,39.542,16.501,136.677,110.137,14.246,271.455,22.298,-26.955,110.431,226.761,12.683
1655,13.78333,263.156,176.218,131.879,256.173,191.251,210.487,257.924,183.898,171.222,225.003,192.27,208.69,241.547,86.023,14.744,242.654,168.255,15.966,205.511,180.671,15.131,177.027,156.83,94.864,263.915,39.564,16.45,136.7,110.138,14.234,271.443,22.313,-26.965,110.459,226.787,12.691
1656,13.79167,263.171,176.206,131.876,256.069,191.166,210.37,257.933,183.889,171.247,224.985,192.295,208.662,241.56,86.054,14.749,242.638,168.296,16.009,205.532,180.685,15.12,177.025,156.845,94.89,263.887,39.58,16.476,136.693,110.137,14.228,271.459,22.336,-27.011,110.473,226.809,12.647
1657,13.8,263.151,176.208,131.889,256.19,191.231,210.487,257.923,183.913,171.218,224.976,192.328,208.645,241.531,86.062,14.734,242.631,168.289,16.003,205.53,180.697,15.126,177.039,156.851,94.878,263.9,39.569,16.462,136.68,110.122,14.252,271.455,22.316,-26.964,110.463,226.796,12.662
1658,13.80833,263.149,176.208,131.895,256.189,191.265,210.512,257.935,183.882,171.229,225,192.279,208.665,241.545,86.027,14.779,242.659,168.318,16.001,205.517,180.703,15.127,177.044,156.837,94.882,263.889,39.577,16.481,136.696,110.136,14.252,271.455,22.29,-26.969,110.463,226.823,12.685
1659,13.81667,263.142,176.197,131.85,256.192,191.235,210.494,257.948,183.899,171.248,224.985,192.292,208.693,241.552,86.042,14.759,242.643,168.305,15.989,205.531,180.689,15.124,177.022,156.843,94.874,263.909,39.559,16.466,136.674,110.116,14.246,271.447,22.297,-26.967,110.439,226.78,12.638
1660,13.825,263.15,176.199,131.89,256.208,191.259,210.494,257.929,183.877,171.224,224.998,192.273,208.627,241.557,86.023,14.759,242.653,168.317,16.008,205.533,180.691,15.088,177.032,156.845,94.898,263.897,39.577,16.462,136.693,110.129,14.224,271.449,22.293,-26.953,110.436,226.765,12.693
1661,13.83333,263.148,176.207,131.885,256.076,191.171,210.381,257.924,183.864,171.244,225.007,192.326,208.633,241.552,86.036,14.752,242.654,168.317,16.008,205.531,180.691,15.123,177.054,156.848,94.863,263.904,39.549,16.499,136.693,110.129,14.214,271.459,22.259,-26.896,110.469,226.794,12.667
1662,13.84167,263.168,176.219,131.909,256.19,191.239,210.501,257.92,183.886,171.244,224.964,192.276,208.649,241.552,86.008,14.779,242.662,168.294,15.957,205.53,180.687,15.123,177.037,156.835,94.895,263.894,39.574,16.461,136.677,110.12,14.241,271.457,22.314,-26.988,110.472,226.828,12.66
1663,13.85,263.164,176.2,131.903,256.193,191.242,210.5,257.921,183.863,171.247,224.991,192.306,208.679,241.564,86.022,14.756,242.652,168.326,16.012,205.52,180.708,15.134,177.034,156.837,94.885,263.894,39.57,16.461,136.68,110.121,14.238,271.452,22.287,-26.916,110.448,226.782,12.682
1664,13.85833,263.169,176.213,131.893,256.179,191.244,210.515,257.931,183.876,171.262,224.985,192.283,208.686,241.544,86.028,14.748,242.645,168.313,15.991,205.536,180.694,15.126,177.025,156.827,94.85,263.885,39.576,16.48,136.687,110.12,14.227,271.449,22.289,-26.89,110.478,226.81,12.685
1665,13.86667,263.164,176.188,131.886,256.18,191.259,210.529,257.94,183.875,171.251,224.998,192.305,208.639,241.578,86.02,14.756,242.643,168.331,16.006,205.538,180.695,15.098,177.016,156.852,94.87,263.876,39.55,16.492,136.686,110.117,14.233,271.45,22.283,-26.95,110.465,226.798,12.704
1666,13.875,263.166,176.198,131.867,256.194,191.247,210.509,257.927,183.876,171.224,224.992,192.319,208.624,241.548,86.029,14.746,242.642,168.299,16.013,205.514,180.678,15.1,177.038,156.826,94.854,263.895,39.573,16.468,136.708,110.125,14.205,271.453,22.259,-26.9,110.465,226.796,12.701
1667,13.88333,263.152,176.214,131.895,256.2,191.253,210.52,257.943,183.881,171.261,224.992,192.305,208.673,241.563,86.022,14.759,242.665,168.308,16.012,205.504,180.695,15.113,177.03,156.842,94.893,263.893,39.566,16.491,136.693,110.129,14.209,271.455,22.299,-26.956,110.481,226.812,12.692
1668,13.89167,263.157,176.204,131.893,256.198,191.241,210.506,257.942,183.891,171.241,224.984,192.295,208.662,241.559,86.016,14.741,242.634,168.257,15.974,205.506,180.694,15.148,177.062,156.867,94.892,263.884,39.572,16.473,136.682,110.139,14.258,271.452,22.3,-26.979,110.468,226.826,12.691
1669,13.9,263.173,176.229,131.883,256.173,191.256,210.504,257.934,183.875,171.259,224.984,192.295,208.662,241.547,86.039,14.762,242.644,168.315,16.001,205.519,180.71,15.096,177.031,156.844,94.852,263.913,39.551,16.46,136.684,110.126,14.242,271.455,22.306,-26.976,110.48,226.814,12.693
