MARKER_NAMES,Gimbal1 - 1,Gimbal1 - 2,Gimbal1 - 3,Gimbal1 - 4,M2 - 1,M2 - 2,M2 - 3,M2 - 4,M2 - 5,M2 - 6,M2 - 7,M2 - 8,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Time,Gimbal1 - 1 X,Gimbal1 - 1 Y,Gimbal1 - 1 Z,Gimbal1 - 2 X,Gimbal1 - 2 Y,Gimbal1 - 2 Z,Gimbal1 - 3 X,Gimbal1 - 3 Y,Gimbal1 - 3 Z,Gimbal1 - 4 X,Gimbal1 - 4 Y,Gimbal1 - 4 Z,M2 - 1 X,M2 - 1 Y,M2 - 1 Z,M2 - 2 X,M2 - 2 Y,M2 - 2 Z,M2 - 3 X,M2 - 3 Y,M2 - 3 Z,M2 - 4 X,M2 - 4 Y,M2 - 4 Z,M2 - 5 X,M2 - 5 Y,M2 - 5 Z,M2 - 6 X,M2 - 6 Y,M2 - 6 Z,M2 - 7 X,M2 - 7 Y,M2 - 7 Z,M2 - 8 X,M2 - 8 Y,M2 - 8 Z
3860,32.15833,459.672,127.219,210.482,448.433,143.332,288.408,452.503,135.592,249.448,417.473,145.073,284.714,445.672,36.234,94.016,448.064,118.463,94.63,411.194,131.339,90.233,376.502,109.133,167.451,467.018,-10.147,98.646,341.673,61.988,84.163,478.959,-28.046,53.902,316.808,178.408,78.477
3861,32.16667,460.788,128.707,210.219,449.134,144.941,287.993,453.316,136.959,249.109,418.155,146.476,284.165,447.158,37.48,93.784,449.702,119.628,94.243,412.858,132.511,89.659,377.508,110.282,166.699,468.788,-8.053,97.338,343.245,63.32,83.416,480.648,-26.625,53.697,319.097,180.179,78.887
3862,32.175,461.751,130.094,209.924,449.732,146.38,287.656,454.139,138.469,248.858,418.736,148.014,283.668,448.822,38.779,93.566,451.315,120.865,93.97,414.366,133.787,89.169,378.784,111.651,166.008,470.022,-7.868,96.558,344.887,64.574,82.712,481.732,-25.538,54.636,320.549,181.33,77.091
3863,32.18333,462.707,131.591,209.716,450.169,147.79,287.462,454.833,139.889,248.533,419.259,149.434,283.193,450.198,39.884,93.294,452.714,122.038,93.605,415.804,135.022,88.859,379.835,113.025,165.504,470.667,-6.936,98.348,346.347,65.751,81.87,484.431,-24.07,53.545,322.038,182.512,76.613
3864,32.19167,463.605,132.921,209.511,450.65,149.322,287.063,455.592,141.298,248.222,419.775,150.702,282.682,451.669,41.122,92.862,454.148,123.331,93.264,417.29,136.295,88.274,381.057,114.335,165.147,472.718,-5.677,97.627,349.228,66.609,80.496,485.363,-23.284,53.612,323.58,183.87,75.62
3865,32.2,464.531,134.216,209.245,451.422,150.755,286.954,456.284,142.622,248.01,420.4,152.272,282.397,452.879,42.373,92.681,455.386,124.583,93.038,418.525,137.455,87.796,382.144,115.592,164.697,473.922,-4.359,97.315,350.622,67.831,79.712,487.065,-21.778,53.397,324.909,185.12,74.975
3866,32.20833,465.459,135.497,208.921,452.013,151.847,286.442,457.092,143.911,247.636,421.152,153.395,281.872,454.17,43.716,92.358,456.643,125.903,92.706,419.847,138.766,87.34,383.1,116.819,164.203,475.162,-2.994,97.089,352.031,69.188,79.013,488.25,-20.756,53.185,326.231,186.456,74.258
3867,32.21667,466.304,136.678,208.652,452.881,153.08,286.091,457.972,145.109,247.31,422.03,154.704,281.555,455.313,45.025,91.974,457.911,127.42,92.696,420.99,140.119,87.01,384.015,118.078,163.71,476.322,-1.657,96.72,353.277,70.379,78.376,489.657,-19.174,52.903,327.293,187.483,73.908
3868,32.225,467.13,137.787,208.32,453.677,154.181,285.972,458.753,146.198,247.119,422.667,155.643,281.231,456.425,46.347,91.572,458.876,128.506,92.116,422.05,141.339,86.544,384.964,119.365,163.219,477.529,-0.134,96.751,354.406,71.678,77.733,490.798,-17.872,52.533,328.677,189.117,72.741
3869,32.23333,467.966,138.953,207.972,454.288,155.09,285.652,459.494,147.18,246.683,423.342,156.637,280.788,457.494,47.715,91.186,460.008,130.101,92.098,423.026,142.807,86.202,385.791,120.646,162.837,478.385,0.68,95.487,355.486,73.112,77.115,491.679,-16.344,51.77,329.195,189.937,71.906
3870,32.24167,468.722,140.101,207.546,455.308,155.812,285.135,460.426,148.205,246.325,424.382,157.326,280.709,458.385,48.997,90.814,460.889,131.333,91.699,423.96,144.103,86.066,386.638,121.93,162.588,478.535,2.077,96.229,356.431,75.067,75.863,493.181,-14.83,51.473,330.709,191.884,72.818
3871,32.25,469.528,141.265,206.879,456.745,156.602,284.775,461.576,149.154,245.908,425.858,158.007,280.597,459.231,50.354,90.267,461.585,132.471,91.219,424.843,145.503,85.664,387.323,123.032,162.212,480.235,3.678,94.816,357.161,76.649,75.364,493.734,-13.631,50.866,331.415,193.11,72.005
3872,32.25833,470.5,142.349,206.106,458.472,157.426,284.165,462.909,150.04,245.133,427.513,158.945,280.261,459.885,51.731,89.905,462.425,134.046,91.018,425.531,146.7,85.31,387.996,124.145,161.822,480.907,5.188,94.282,357.849,78.081,74.853,494.7,-12.128,50.45,331.993,194.407,71.934
3873,32.26667,471.523,143.355,205.265,460.472,158.363,283.442,464.399,151.074,244.418,429.559,160.061,279.877,460.575,53.108,89.447,463.101,135.506,90.782,426.194,148.112,84.998,388.74,125.434,161.545,481.652,6.46,93.905,358.593,79.473,74.461,495.047,-11.177,49.963,332.669,195.853,71.413
3874,32.275,472.552,144.438,204.255,462.91,159.438,282.568,466.067,152.124,243.487,431.867,161.172,279.497,461.044,54.405,89.058,463.552,136.742,90.348,426.585,149.421,84.592,389.357,126.664,161.087,482.185,7.759,93.392,359.158,80.652,74.285,495.942,-9.313,49.476,333.145,197.093,71.402
3875,32.28333,473.599,145.832,202.95,465.597,160.455,281.604,467.988,153.336,242.26,434.607,162.158,279.187,461.65,55.773,88.667,464.008,137.903,89.845,427.164,150.817,84.45,389.906,128.094,160.948,482.86,9.549,93.626,359.514,82.062,74.079,495.912,-8.296,49.206,333.628,198.48,71.301
3876,32.29167,474.552,147.34,201.262,468.829,161.557,280.187,470.068,154.563,240.811,437.904,163.126,278.889,461.962,57.158,88.266,464.426,139.439,89.645,427.496,152.147,84.105,390.447,129.445,160.675,483.027,10.14,92.27,359.97,83.317,73.925,495.975,-6.869,48.668,333.864,199.58,71.343
3877,32.3,475.545,148.77,199.464,472.485,162.815,278.526,472.414,156.01,239.141,441.54,164.299,278.183,462.199,58.496,88.025,464.642,140.652,89.083,427.818,153.55,83.821,390.967,130.739,160.541,482.513,11.615,92.908,360.013,84.346,74.422,495.986,-5.443,49.321,334.06,201.024,70.935
3878,32.30833,476.638,150.172,197.499,476.516,164.178,276.744,474.983,157.375,237.248,445.558,165.688,277.432,462.502,59.792,87.556,464.831,141.963,88.768,428.011,154.87,83.588,391.527,132.176,160.116,483.597,13.051,91.845,358.683,85.706,75.742,496.549,-4.135,47.672,334.489,202.611,71.246
3879,32.31667,477.698,151.52,195.745,480.412,165.961,274.889,477.41,158.93,235.5,449.454,167.632,276.673,462.483,61.213,87.307,464.874,143.325,88.281,428.092,156.271,83.347,391.997,133.603,159.841,483.68,14.486,91.569,358.694,87.094,75.881,496.777,-2.702,47.384,334.32,203.799,71.335
3880,32.325,478.601,152.656,194.378,483.132,168.015,273.242,479.305,160.534,234.149,452.342,169.922,275.717,462.652,62.546,86.916,465.043,144.714,87.989,428.154,157.649,83.128,392.495,135.116,159.727,483.783,15.82,91.17,358.744,88.439,75.942,496.09,-1.562,47.159,334.238,205.157,71.141
3881,32.33333,479.322,154.132,193.673,484.768,170.203,272.24,480.365,162.359,233.297,453.979,172.251,274.914,462.501,63.953,86.655,464.936,146.097,87.596,428.076,159.045,83.021,393.099,136.587,159.721,483.694,17.134,90.859,358.623,89.721,75.997,496.143,0.038,46.518,334.178,206.511,71.48
3882,32.34167,479.576,155.791,193.045,485.091,172.051,271.695,480.712,164.082,232.714,454.294,173.889,274.457,462.488,65.288,86.351,464.918,147.505,87.242,428.078,160.419,82.754,393.507,138.082,159.682,483.626,18.531,90.472,358.511,91.185,76.258,495.814,0.959,46.039,334.04,207.954,71.55
3883,32.35,479.586,157.648,193.01,484.909,173.621,271.681,480.632,165.814,232.602,454.061,175.229,274.315,462.243,66.666,86.006,464.727,148.822,86.855,427.828,161.886,82.697,394.057,139.208,159.322,483.448,19.848,90.025,358.309,92.52,76.375,495.576,2.559,45.62,333.602,209.034,72.277
3884,32.35833,479.458,159.317,192.888,484.42,175.058,271.646,480.318,167.376,232.62,453.561,176.45,274.399,462.051,68.028,85.749,464.546,150.203,86.608,427.633,163.177,82.507,393.469,140.949,159.803,483.283,21.28,89.695,358.031,93.919,76.513,494.972,3.775,45.383,333.338,210.353,71.727
3885,32.36667,479.398,160.769,193.027,484.059,176.513,271.764,480.184,168.757,232.589,453.216,177.778,274.391,461.751,69.447,85.49,464.199,151.616,86.492,427.258,164.624,82.407,393.19,142.505,159.953,483.001,22.643,89.411,357.76,95.278,76.711,494.584,5.282,44.863,333.094,212.102,72.109
3886,32.375,479.274,162.057,192.976,484.049,177.567,271.772,480.089,170.096,232.685,453.242,179.041,274.342,461.322,70.899,85.44,463.78,153.046,86.281,426.823,166.061,82.394,392.603,143.645,159.672,482.583,24.103,89.267,357.294,96.688,76.65,494.239,6.725,44.993,332.753,213.491,72.431
3887,32.38333,479.003,163.14,192.786,484.172,178.711,271.562,480.001,171.069,232.505,453.341,180.207,274.284,460.901,72.309,85.331,463.375,154.49,86.317,426.425,167.439,82.324,392.54,145.142,159.817,482.228,25.492,89.189,356.933,98.069,76.741,493.593,8.092,44.742,332.253,214.88,72.423
3888,32.39167,478.725,164.3,192.947,484.085,179.852,271.495,479.761,172.258,232.504,453.265,181.567,274.361,460.397,73.723,85.324,462.815,155.886,86.244,425.849,168.783,82.334,391.855,146.363,159.754,481.73,26.99,89.105,356.331,99.444,76.858,493.272,9.665,44.646,331.631,216.216,72.772
3889,32.4,478.23,165.437,193.262,483.09,181.302,271.94,479.061,173.578,232.927,452.279,183.158,274.506,459.822,75.175,85.309,462.317,157.35,86.344,425.296,170.301,82.535,391.798,147.867,159.986,481.277,28.978,89.533,355.791,100.941,76.979,492.528,10.965,44.693,331.249,217.831,72.6
3890,32.40833,477.675,166.777,194.141,481.163,182.68,272.837,477.736,174.905,233.723,450.315,184.478,274.889,459.202,76.635,85.237,461.615,158.754,86.327,424.661,171.777,82.633,391.331,149.361,160.269,479.979,29.071,88.623,355.149,102.314,77.111,491.77,12.417,44.558,330.245,218.935,72.615
3891,32.41667,476.801,168.343,194.966,478.899,183.89,273.89,476.22,176.313,234.613,447.951,185.516,275.396,458.483,78.041,85.389,460.962,160.202,86.341,424.04,173.221,82.853,390.756,150.703,160.453,479.965,31.79,87.725,354.444,103.738,77.528,490.703,14.165,45.302,330.04,220.763,74.047
3892,32.425,475.909,170.004,195.812,476.548,184.989,274.918,474.652,177.676,235.614,445.563,186.358,275.984,457.85,79.406,85.266,460.297,161.599,86.414,423.368,174.641,82.992,390.175,152.075,160.67,479.142,32.614,88.814,353.777,105.204,77.763,490.364,15.481,44.173,329.133,222.112,73.986
3893,32.43333,475.131,171.655,196.537,474.726,186.24,275.53,473.349,179.095,236.29,443.805,187.539,276.393,456.962,80.786,85.397,459.44,162.938,86.441,422.537,176.031,83.224,389.05,153.345,160.793,478.368,34.047,88.805,352.873,106.536,78.11,489.282,16.674,44.606,328.116,223.407,74.529
3894,32.44167,474.556,173.135,196.924,473.876,187.652,275.908,472.629,180.619,236.695,442.825,188.823,276.545,456.131,82.271,85.431,458.645,164.496,86.644,421.769,177.541,83.388,388.324,154.861,161.076,477.549,35.533,88.772,352.048,108.009,78.639,488.118,17.954,44.383,327.216,224.871,74.751
3895,32.45,474.037,174.405,196.837,473.777,189.093,275.96,472.329,181.99,236.485,442.806,190.482,276.681,455.167,83.718,85.591,457.669,165.839,86.609,420.734,178.884,83.687,387.39,156.224,161.228,476.612,36.945,88.957,351.047,109.422,79.072,487.298,19.544,44.41,326.248,226.241,75.476
3896,32.45833,473.747,175.815,196.528,474.41,190.707,275.521,472.461,183.397,236.241,443.478,192.107,276.694,454.22,85.151,85.7,456.732,167.341,86.78,419.796,180.424,83.892,386.801,157.684,161.629,475.664,38.34,89.093,350.156,110.844,79.602,485.977,20.874,44.631,325.239,227.733,75.945
3897,32.46667,473.253,177.118,196.024,475.576,192.396,275.007,472.811,185.003,235.785,444.676,193.942,276.66,453.143,86.654,86.005,455.608,168.788,87.013,418.676,181.847,84.26,386.085,159.146,162.037,474.635,39.856,89.271,349.013,112.258,80.147,484.854,22.291,44.801,324.148,229.197,76.657
3898,32.475,472.971,178.623,195.766,476.437,194.24,274.517,473.05,186.659,235.412,445.61,196.04,276.627,452.069,88.046,86.234,454.594,170.179,87.128,417.623,183.288,84.582,385.427,160.587,162.41,473.69,42.05,89.582,347.969,113.739,80.798,483.554,23.646,45.047,322.925,230.377,77.532
3899,32.48333,472.429,180.04,195.795,476.394,196.212,274.47,472.755,188.212,235.36,445.528,198.013,276.737,450.912,89.617,86.677,453.371,171.643,87.376,416.438,184.725,84.9,384.726,162.212,163.04,471.136,41.563,90.497,346.768,115.209,81.515,482.133,24.998,45.55,322.014,232.069,77.508
3900,32.49167,471.66,181.646,196.165,475.489,197.871,274.823,471.941,189.902,235.794,444.543,199.55,277.002,449.774,90.995,86.792,452.262,173.086,87.552,415.352,186.196,85.382,383.81,163.486,163.577,470.577,44.077,90.58,345.633,116.734,82.336,480.583,26.831,46.2,320.464,233.298,78.489
3901,32.5,470.752,183.334,196.923,473.995,199.339,275.691,470.696,191.523,236.508,443.061,200.981,277.578,448.628,92.457,87.135,450.776,174.586,87.847,414.133,187.684,85.806,383,164.83,164.289,470.173,45.784,90.001,344.463,118.169,83.092,479.545,28.031,45.669,319.68,235.138,79.815
3902,32.50833,469.786,185.053,197.845,472.094,200.909,276.656,469.367,193.086,237.449,441.214,202.381,278.281,447.376,93.933,87.599,449.518,175.942,87.952,412.977,189.155,86.378,382.124,166.358,164.942,468.98,47.24,90.425,343.197,119.688,83.846,478.067,29.408,46.293,318.29,236.456,80.811
3903,32.51667,468.7,186.598,198.965,470.128,202.359,277.823,467.748,194.654,238.582,439.134,203.706,279.173,446.196,95.444,87.893,448.365,177.452,88.468,411.753,190.735,86.968,381.181,167.925,165.583,467.797,48.723,90.686,342.007,121.166,84.699,476.565,30.758,46.283,317.036,237.948,81.324
3904,32.525,467.57,188.042,199.961,468.239,203.865,278.756,466.258,196.126,239.552,437.271,205.136,279.816,444.906,96.909,88.464,447.023,178.931,88.987,410.442,192.225,87.65,380.153,169.383,166.382,466.536,50.231,91.164,340.667,122.639,85.382,475.417,32.406,46.764,315.741,239.377,82.382
3905,32.53333,466.366,189.4,200.893,466.504,205.098,279.776,464.84,197.427,240.432,435.531,206.357,280.644,443.676,98.418,88.983,445.82,180.507,89.626,409.239,193.783,88.37,378.89,170.627,167.073,465.291,51.785,91.635,339.432,124.145,86.216,473.746,33.953,47.317,314.452,240.936,83.247
3906,32.54167,465.207,190.786,201.877,465.038,206.329,280.712,463.495,198.716,241.553,434.038,207.727,281.584,442.378,99.942,89.642,444.402,182.075,90.341,407.81,195.309,89.064,377.749,172.194,167.692,463.998,53.361,92.145,338.117,125.635,87.043,472.606,35.274,47.805,313.16,242.45,83.909
3907,32.55,463.952,192.089,202.801,463.613,207.52,281.671,462.169,200.012,242.396,432.665,209.028,282.352,441.051,101.471,90.273,443.074,183.597,91.013,406.509,196.783,89.906,376.468,173.601,168.652,462.696,54.818,92.774,336.755,127.179,87.838,471.149,37.025,48.435,311.462,243.697,84.745
3908,32.55833,462.703,193.457,203.785,462.165,208.817,282.679,460.853,201.365,243.418,431.132,210.367,283.331,439.746,103.059,90.947,441.753,185.186,91.843,405.11,198.38,90.606,375.195,175.083,169.564,461.356,56.392,93.364,335.45,128.746,88.732,469.684,38.491,48.95,310.493,245.675,86.223
3909,32.56667,461.452,194.906,204.739,460.462,210.129,283.679,459.357,202.792,244.52,429.518,211.766,284.211,438.333,104.587,91.685,440.402,186.651,92.555,403.699,199.772,91.503,374.022,176.53,170.453,460.093,58.29,94.344,334.024,130.226,89.557,468.358,40.124,49.587,308.955,247.038,87.434
3910,32.575,460.167,196.354,205.923,458.736,211.597,284.788,457.877,204.243,245.543,427.809,213.091,285.238,436.937,106.155,92.317,439.032,188.203,93.363,402.445,201.438,92.363,372.71,177.93,171.355,458.807,60.299,94.086,332.691,131.804,90.54,466.693,41.638,50.228,307.565,248.598,88.293
3911,32.58333,458.858,197.816,206.959,457.057,212.92,285.845,456.358,205.613,246.681,426.095,214.398,286.13,435.519,107.682,93.031,437.602,189.731,94.211,401.014,202.957,93.321,371.586,179.456,172.181,456.901,60.618,94.846,331.241,133.327,91.422,465.306,43.328,50.761,306.207,250.112,89.587
3912,32.59167,457.635,199.301,207.945,455.545,214.283,286.892,455,207.05,247.627,424.54,215.722,287.024,434.084,109.242,93.813,436.212,191.313,94.938,399.556,204.535,94.193,370.257,180.8,173.232,454.761,61.637,96.538,329.867,134.876,92.477,463.39,44.624,51.95,304.676,251.605,90.653
3913,32.6,456.382,200.709,209.036,454.105,215.735,287.961,453.676,208.419,248.734,423.108,217.245,288.149,432.686,110.796,94.625,434.666,192.851,95.778,398.045,206.035,95.159,369.035,182.436,174.148,453.743,63.523,96.967,328.383,136.38,93.471,461.877,46.594,52.856,303.369,253.309,91.401
3914,32.60833,455.156,202.09,210.113,452.486,217.149,289.128,452.27,209.822,249.803,421.565,218.777,288.963,431.22,112.327,95.454,433.322,194.369,96.595,396.608,207.547,96.061,367.807,183.951,175.039,452.546,65.832,97.104,326.975,137.962,94.368,460.356,48.082,53.688,301.885,254.793,93.095
3915,32.61667,453.758,203.512,211.235,450.906,218.545,290.112,450.736,211.29,250.863,419.937,220.159,290.039,429.786,113.847,96.19,431.829,195.899,97.631,395.223,209.118,96.993,366.409,185.404,176.041,450.707,67.098,98.481,325.502,139.535,95.471,458.694,49.586,54.365,300.363,256.296,94.012
3916,32.625,452.361,204.992,212.404,449.133,219.799,291.248,449.152,212.636,252.047,418.139,221.396,290.971,428.306,115.393,97.136,430.392,197.386,98.414,393.807,210.639,98.014,365.045,186.792,177.169,449.866,68.631,99.05,324.067,140.981,96.468,457.344,51.227,55.232,298.913,257.747,95.327
3917,32.63333,450.898,206.455,213.481,447.402,221.207,292.481,447.58,214.056,253.172,416.37,222.648,292.037,426.856,116.914,97.994,428.976,198.893,99.401,392.368,212.174,99.042,363.724,188.359,178.143,448.518,70.205,99.692,322.621,142.603,97.59,455.595,52.675,55.927,297.464,259.362,96.421
3918,32.64167,449.55,207.914,214.705,445.761,222.539,293.668,446.096,215.462,254.419,414.789,224.042,292.99,425.387,118.439,98.86,427.431,200.427,100.379,390.77,213.711,100.049,362.319,189.793,179.233,447.08,71.796,100.46,321.135,144.044,98.594,454.123,54.29,56.778,296.128,261.002,97.058
3919,32.65,448.207,209.354,215.802,444.443,223.932,294.679,444.741,216.863,255.41,413.411,225.306,294.176,423.882,119.87,99.912,426.014,202.042,101.493,389.419,215.219,101.184,360.983,191.308,180.215,445.614,73.27,101.485,319.587,145.685,99.762,452.67,55.817,57.791,294.809,262.598,99.42
3920,32.65833,446.881,210.742,216.77,443.225,225.297,295.777,443.447,218.223,256.582,412.223,226.752,295.17,422.5,121.408,100.775,424.615,203.583,102.524,387.984,216.806,102.307,359.614,192.745,181.372,444.178,74.808,102.303,318.173,147.185,101.001,450.872,57.154,58.721,293.09,263.99,99.927
3921,32.66667,445.619,212.145,217.905,442.071,226.818,296.799,442.22,219.738,257.508,411.062,228.4,296.305,420.916,122.913,101.856,423.071,205.003,103.581,386.474,218.255,103.36,358.169,194.168,182.686,442.681,76.308,103.233,316.631,148.709,102.026,449.582,58.866,59.618,291.64,265.459,101.436
3922,32.675,444.327,213.553,218.926,440.68,228.302,297.92,440.894,221.149,258.622,409.669,229.91,297.484,419.479,124.43,102.811,421.64,206.508,104.606,385.045,219.786,104.412,356.888,195.7,183.628,441.195,77.825,104.215,315.202,150.225,103.222,447.91,60.293,60.548,290.1,266.888,102.717
3923,32.68333,442.966,214.983,220.133,439.165,229.692,299.099,439.473,222.562,259.776,408.233,231.349,298.538,417.928,125.941,103.869,420.123,208.025,105.714,383.481,221.258,105.627,355.526,197.228,184.96,439.714,79.286,105.199,313.714,151.68,104.405,446.371,61.888,61.487,288.247,268.093,103.027
3924,32.69167,441.54,216.471,221.341,437.517,231.047,300.307,438.005,223.958,260.89,406.606,232.605,299.792,416.455,127.359,105.006,418.635,209.437,106.654,382.129,222.749,106.737,354.155,198.667,186.095,438.192,80.737,106.366,312.28,153.171,105.612,444.888,63.256,62.726,287.274,270.019,105.368
3925,32.7,440.143,217.923,222.601,435.906,232.533,301.533,436.375,225.47,262.319,404.891,234.086,300.847,415.035,128.84,106.01,417.212,210.938,107.753,380.573,224.196,107.835,352.818,200.204,187.167,436.679,82.21,107.292,310.754,154.717,106.928,443.144,64.811,63.435,285.805,271.589,106.25
3926,32.70833,438.769,219.402,223.918,434.017,234.051,302.961,434.825,226.984,263.523,403.063,235.641,301.947,413.539,130.318,107.2,415.722,212.349,108.79,379.114,225.612,108.816,351.479,201.651,188.284,435.045,83.635,108.574,309.233,156.155,108.122,441.811,66.279,64.655,284.313,272.91,107.531
3927,32.71667,437.428,220.942,225.268,432.423,235.619,304.07,433.28,228.467,264.811,401.461,237.287,303.161,412.059,131.797,108.264,414.344,213.775,109.87,377.775,227.124,110.11,350.14,203.162,189.472,433.249,85.244,109.665,307.815,157.664,109.296,440.22,67.785,65.562,282.419,273.944,108.152
3928,32.725,435.991,222.499,226.406,430.976,237.068,305.258,431.923,230.014,265.852,400.024,238.769,304.328,410.618,133.309,109.356,412.819,215.351,110.973,376.282,228.704,111.241,348.734,204.691,190.747,431.847,86.276,110.899,306.395,159.108,110.596,438.655,69.235,66.633,281.464,276.028,109.84
3929,32.73333,434.6,224.103,227.525,429.604,238.662,306.376,430.479,231.596,267.124,398.641,240.303,305.446,409.138,134.804,110.586,411.333,216.848,112.143,374.832,230.171,112.429,347.31,206.165,191.878,430.218,87.535,112.283,304.867,160.556,111.739,437.414,70.806,67.821,280.006,277.434,111.292
3930,32.74167,433.231,225.577,228.754,428.092,240.472,307.54,429.093,233.289,268.289,397.168,242.123,306.507,407.711,136.319,111.819,409.921,218.364,113.303,373.354,231.679,113.626,345.839,207.579,193.127,428.505,88.785,113.586,303.478,162.085,112.944,435.941,71.881,68.576,278.358,278.597,112.796
3931,32.75,431.841,227.031,230.012,426.524,242.087,308.914,427.588,234.771,269.625,395.461,243.713,307.656,406.302,137.795,112.914,408.471,219.75,114.595,371.97,233.136,114.805,344.567,209.132,194.29,426.918,90.074,114.654,302.074,163.497,114.281,434.727,73.602,69.318,277.26,280.454,113.681
3932,32.75833,430.371,228.517,231.35,424.909,243.439,310.161,426.134,236.222,270.841,393.891,245.082,308.834,404.902,139.208,114.227,407.1,221.215,115.689,370.521,234.471,116.035,343.163,210.627,195.642,426.409,92.338,115.05,300.563,165.023,115.49,433.122,74.99,70.764,275.684,281.751,115.089
3933,32.76667,428.958,230.036,232.698,423.367,244.785,311.51,424.527,237.529,272.28,392.36,246.339,310.341,403.493,140.658,115.342,405.688,222.684,116.845,369.141,235.993,117.179,341.695,212.065,196.977,425.016,93.813,116.037,299.197,166.548,116.894,431.633,76.373,71.884,274.235,283.284,116.184
3934,32.775,427.544,231.44,234.153,421.597,246.16,313.022,422.975,239.04,273.57,390.654,247.857,311.681,402.063,142.085,116.526,404.28,224.115,118.134,367.724,237.49,118.601,340.342,213.562,198.246,423.598,95.226,116.971,297.789,167.936,118.051,430.36,77.932,73.117,272.736,284.482,117.839
3935,32.78333,426.177,232.833,235.671,419.708,247.622,314.427,421.335,240.438,275.21,388.784,249.369,312.855,400.613,143.524,117.801,402.924,225.626,119.448,366.38,238.954,119.784,339.004,214.976,199.419,422.195,96.722,118.37,296.449,169.434,119.426,428.775,79.295,74.705,271.707,286.318,119.189
3936,32.79167,424.728,234.228,237.218,417.893,249.006,315.841,419.739,241.809,276.726,386.993,250.684,314.328,399.276,145.03,119.073,401.491,227.178,120.851,364.861,240.403,121.01,337.618,216.394,200.712,421.237,99.045,119.571,295.043,170.89,120.669,427.377,80.82,75.749,270.066,287.801,119.945
3937,32.8,423.253,235.676,238.608,416.331,250.248,317.404,418.296,243.227,278.046,385.405,252.075,315.677,397.781,146.477,120.513,400.135,228.561,122.057,363.592,241.903,122.448,336.31,217.92,201.988,419.427,99.628,121.009,293.631,172.364,122.039,426.279,82.395,77.148,268.746,289.203,121.63
3938,32.80833,421.891,237.179,239.985,414.883,251.725,318.818,416.74,244.676,279.565,383.93,253.341,317.089,396.543,147.968,121.853,398.847,229.959,123.491,362.285,243.305,123.737,334.9,219.392,203.326,418.062,101.106,122.643,292.306,173.876,123.468,424.71,83.618,78.564,267.386,290.547,123.018
3939,32.81667,420.456,238.664,241.451,413.382,253.304,320.19,415.374,246.195,280.872,382.46,254.899,318.422,395.18,149.393,123.269,397.431,231.381,124.83,360.842,244.72,125.126,333.459,220.834,204.801,416.614,102.516,124.196,290.939,175.243,124.802,423.54,85.268,79.638,265.846,291.89,123.617
3940,32.825,419.075,240.121,242.876,411.92,255.026,321.54,413.954,247.743,282.372,381.067,256.595,319.748,393.842,150.843,124.744,396.124,232.8,126.171,359.615,246.238,126.647,332.133,222.281,206.082,414.495,103.301,126.556,289.587,176.688,126.121,422.14,86.664,81.178,264.957,293.672,125.992
3941,32.83333,417.709,241.613,244.333,410.536,256.548,322.925,412.536,249.251,283.632,379.607,258.072,321.2,392.559,152.269,126.061,394.795,234.284,127.655,358.223,247.611,127.969,330.752,223.655,207.513,413.474,104.998,127.659,288.304,178.142,127.486,420.439,88.271,82.948,263.367,294.979,126.9
3942,32.84167,416.349,242.921,245.675,409.161,257.866,324.46,411.17,250.638,285.238,378.277,259.405,322.693,391.186,153.677,127.458,393.426,235.737,129.131,356.861,248.961,129.346,329.44,224.988,208.951,412.467,106.658,128.873,286.933,179.558,128.754,419.354,89.866,84.427,262.077,296.398,128.468
3943,32.85,415.021,244.199,247.242,407.726,258.951,325.935,409.76,251.8,286.771,376.864,260.471,324.139,389.899,155.072,128.758,392.149,237.175,130.491,355.62,250.469,130.822,328.13,226.309,210.432,411.44,108.33,129.928,285.668,180.939,130.14,417.926,91.192,85.809,260.633,297.455,130.297
3944,32.85833,413.649,245.429,248.697,406.298,260.015,327.423,408.379,252.931,288.129,375.354,261.463,325.607,388.623,156.523,130.054,390.781,238.555,131.957,354.239,251.841,132.227,326.836,227.787,211.762,410.216,109.862,131.145,284.36,182.35,131.568,416.588,92.729,87.105,259.025,298.799,130.582
3945,32.86667,412.354,246.655,250.181,404.824,261.063,329.074,407.022,254.019,289.727,373.924,262.571,326.985,387.331,157.885,131.438,389.598,239.952,133.267,353.089,253.301,133.815,325.474,228.97,213.351,408.999,111.246,132.567,283.066,183.74,133.051,415.307,94.075,88.584,258.29,300.647,133.17
3946,32.875,411.144,247.875,251.824,403.468,262.133,330.527,405.723,255.145,291.232,372.635,263.73,328.535,386.041,159.318,132.735,388.313,241.362,134.83,351.778,254.706,135.177,324.308,230.359,214.583,407.687,112.645,133.799,281.788,185.228,134.491,413.848,95.509,89.673,256.918,302.036,134.31
3947,32.88333,410.016,249.156,253.147,402.38,263.266,331.928,404.656,256.396,292.63,371.499,264.898,330.001,384.759,160.694,134.154,387.055,242.73,136.16,350.464,255.99,136.539,323.139,231.68,216.122,406.424,114.067,135.118,280.533,186.508,135.893,412.723,96.878,91.156,255.673,303.329,135.986
